Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2024-06-17 23:06:04,2024-06-18 21:57:17,UTC-04:00,2024-06-17 23:06:04,2024-06-18 04:44:57,50,13.8,321,338,111,84,126,17,642,127,98,85,false
2024-06-16 23:15:23,2024-06-17 23:06:04,UTC-04:00,2024-06-16 23:15:23,2024-06-17 04:44:22,52,13.5,298,322,162,55,81,24,578,112,96,75,false
2024-06-15 21:36:41,2024-06-16 23:15:23,UTC-04:00,2024-06-15 21:36:41,2024-06-16 05:51:18,73,13.3,471,491,194,79,198,20,646,127,96,64,false
2024-06-15 00:02:14,2024-06-15 21:36:41,UTC-04:00,2024-06-15 00:02:14,2024-06-15 04:45:22,44,13.2,278,283,111,43,124,5,633,127,99,91,false
2024-06-13 23:52:36,2024-06-15 00:02:14,UTC-04:00,2024-06-13 23:52:36,2024-06-14 04:47:15,41,13.4,265,292,134,56,75,27,644,127,94,88,false
2024-06-12 23:12:50,2024-06-13 23:52:36,UTC-04:00,2024-06-12 23:12:50,2024-06-13 04:39:17,51,13.0,312,326,155,54,103,14,614,127,95,93,false
2024-06-11 23:12:46,2024-06-12 23:12:50,UTC-04:00,2024-06-11 23:12:46,2024-06-12 04:44:54,49,13.7,317,332,123,74,120,15,645,127,96,88,false
2024-06-10 22:31:07,2024-06-11 23:12:46,UTC-04:00,2024-06-10 22:31:07,2024-06-11 04:46:19,52,13.7,337,368,81,80,176,31,652,127,95,89,false
2024-06-09 22:49:18,2024-06-10 22:31:07,UTC-04:00,2024-06-09 22:49:18,2024-06-10 04:39:42,53,12.9,331,347,123,55,153,16,622,127,99,94,false
2024-06-08 22:19:50,2024-06-09 22:49:18,UTC-04:00,2024-06-08 22:19:50,2024-06-09 05:14:10,60,12.7,381,414,114,99,168,33,631,127,94,90,false
2024-06-07 22:57:59,2024-06-08 22:19:50,UTC-04:00,2024-06-07 22:57:59,2024-06-08 05:23:00,52,13.4,336,385,157,46,133,49,646,127,90,91,false
2024-06-06 22:46:53,2024-06-07 22:57:59,UTC-04:00,2024-06-06 22:46:53,2024-06-07 05:16:01,56,13.8,369,389,138,89,142,20,658,126,97,85,false
2024-06-05 23:00:39,2024-06-06 22:46:53,UTC-04:00,2024-06-05 23:00:39,2024-06-06 05:32:23,59,13.2,369,391,154,62,153,22,622,127,96,77,false
2024-06-04 21:36:02,2024-06-05 23:00:39,UTC-04:00,2024-06-04 21:36:02,2024-06-05 04:33:53,63,12.7,389,412,165,73,151,23,617,126,96,80,false
2024-06-03 22:22:37,2024-06-04 21:36:02,UTC-04:00,2024-06-03 22:22:37,2024-06-04 05:23:26,60,13.5,376,420,188,77,111,44,629,118,92,80,false
2024-06-02 22:01:08,2024-06-03 22:22:37,UTC-04:00,2024-06-02 22:01:08,2024-06-03 04:03:32,58,12.9,332,362,138,67,127,30,568,127,95,77,false
2024-06-01 23:42:00,2024-06-02 22:01:08,UTC-04:00,2024-06-02 14:53:00,2024-06-02 15:45:00,7,14.8,39,52,29,10,0,13,592,127,92,,true
2024-06-01 23:42:00,2024-06-02 22:01:08,UTC-04:00,2024-06-01 23:42:00,2024-06-02 05:34:49,53,13.1,337,351,118,99,120,14,642,121,97,80,false
2024-05-31 21:31:53,2024-06-01 23:42:00,UTC-04:00,2024-05-31 21:31:53,2024-06-01 05:24:30,70,13.0,448,471,211,79,158,23,638,127,95,77,false
2024-05-30 22:23:18,2024-05-31 21:31:53,UTC-04:00,2024-05-30 22:23:18,2024-05-31 05:23:29,60,13.2,383,419,131,61,191,36,639,127,94,74,false
2024-05-29 23:07:52,2024-05-30 22:23:18,UTC-04:00,2024-05-29 23:07:52,2024-05-30 05:36:10,56,13.3,353,388,131,82,140,35,633,127,92,64,false
2024-05-28 21:59:55,2024-05-29 23:07:52,UTC-04:00,2024-05-28 21:59:55,2024-05-29 05:34:23,58,13.7,358,454,215,80,63,96,621,104,80,51,false
2024-05-27 22:15:00,2024-05-28 21:59:55,UTC-04:00,2024-05-27 22:15:00,2024-05-28 05:29:00,,,,,,,,,,,,,false
2024-05-26 22:42:53,2024-05-27 22:15:00,UTC-04:00,2024-05-26 22:42:53,2024-05-27 06:47:44,74,13.2,453,478,155,78,220,25,615,113,96,89,false
2024-05-25 22:46:58,2024-05-26 22:42:53,UTC-04:00,2024-05-25 22:46:58,2024-05-26 06:26:10,70,13.4,411,459,153,53,205,48,588,71,91,85,false
2024-05-24 22:23:46,2024-05-25 22:46:58,UTC-04:00,2024-05-24 22:23:46,2024-05-25 07:22:13,81,13.6,486,537,192,110,184,51,597,93,93,80,false
2024-05-23 23:18:56,2024-05-24 22:23:46,UTC-04:00,2024-05-23 23:18:56,2024-05-24 07:27:52,76,13.9,451,487,213,74,164,36,597,127,94,72,false
2024-05-22 22:25:59,2024-05-23 23:18:56,UTC-04:00,2024-05-22 22:25:59,2024-05-23 06:16:03,61,14.1,392,468,147,74,171,76,648,127,85,80,false
2024-05-21 22:32:04,2024-05-22 22:25:59,UTC-04:00,2024-05-21 22:32:04,2024-05-22 04:45:03,56,13.5,356,372,111,92,153,16,637,127,97,84,false
2024-05-20 23:30:09,2024-05-21 22:32:04,UTC-04:00,2024-05-20 23:30:09,2024-05-21 05:34:17,55,14.6,351,364,121,76,154,13,641,127,97,89,false
2024-05-19 23:22:50,2024-05-20 23:30:09,UTC-04:00,2024-05-19 23:22:50,2024-05-20 05:37:44,58,13.5,350,369,176,72,102,19,607,122,97,83,false
2024-05-18 23:38:30,2024-05-19 23:22:50,UTC-04:00,2024-05-18 23:38:30,2024-05-19 06:46:17,61,13.5,383,427,136,105,142,44,629,127,92,78,false
2024-05-17 22:43:29,2024-05-18 23:38:30,UTC-04:00,2024-05-17 22:43:29,2024-05-18 05:38:21,58,14.0,374,414,102,98,174,40,649,127,91,95,false
2024-05-16 22:55:09,2024-05-17 22:43:29,UTC-04:00,2024-05-16 22:55:09,2024-05-17 05:59:55,52,13.7,333,424,130,86,117,91,638,121,80,88,false
2024-05-15 22:41:08,2024-05-16 22:55:09,UTC-04:00,2024-05-15 22:41:08,2024-05-16 05:47:38,61,13.7,384,413,120,95,169,29,627,116,95,87,false
2024-05-14 22:29:16,2024-05-15 22:41:08,UTC-04:00,2024-05-14 22:29:16,2024-05-15 06:03:56,70,13.4,421,450,148,84,189,29,602,97,96,80,false
2024-05-13 21:40:58,2024-05-14 22:29:16,UTC-04:00,2024-05-13 21:40:58,2024-05-14 06:14:39,75,12.9,462,509,153,106,203,47,613,116,92,64,false
2024-05-13 00:01:17,2024-05-13 21:40:58,UTC-04:00,2024-05-13 00:01:17,2024-05-13 06:02:45,60,13.3,344,358,102,92,150,14,577,85,97,81,false
2024-05-11 23:20:55,2024-05-13 00:01:17,UTC-04:00,2024-05-11 23:20:55,2024-05-12 07:28:23,77,13.8,460,484,186,98,176,24,594,126,96,74,false
2024-05-10 23:36:32,2024-05-11 23:20:55,UTC-04:00,2024-05-10 23:36:32,2024-05-11 06:03:50,60,13.7,373,383,204,61,108,10,627,127,98,72,false
2024-05-10 02:19:00,2024-05-10 23:36:32,UTC-04:00,2024-05-10 02:19:00,2024-05-10 07:19:00,45,14.5,273,300,69,69,135,27,607,124,96,66,false
2024-05-09 01:01:53,2024-05-10 02:19:00,UTC-04:00,2024-05-09 01:01:53,2024-05-09 07:23:33,58,14.3,344,380,154,75,115,36,593,117,94,61,false
2024-05-08 01:16:15,2024-05-09 01:01:53,UTC-04:00,2024-05-08 01:16:15,2024-05-08 07:45:16,59,14.8,339,388,168,70,101,49,574,64,91,44,false
2024-05-06 23:30:06,2024-05-08 01:16:15,UTC-04:00,2024-05-06 23:30:06,2024-05-07 08:02:30,82,14.1,456,512,216,99,141,56,556,127,91,34,false
2024-05-05 22:22:43,2024-05-06 23:30:06,UTC-04:00,2024-05-06 11:45:00,2024-05-06 13:20:00,15,14.1,93,95,18,21,54,2,614,127,97,,true
2024-05-05 22:22:43,2024-05-06 23:30:06,UTC-04:00,2024-05-05 22:22:43,2024-05-06 03:44:51,38,14.4,221,313,98,45,78,92,590,73,73,38,false
2024-05-05 01:55:17,2024-05-05 22:22:43,UTC-04:00,2024-05-05 01:55:17,2024-05-05 10:03:38,80,14.5,462,487,229,94,139,25,576,52,95,47,false
2024-05-04 03:39:21,2024-05-05 01:55:17,UTC-04:00,2024-05-04 03:39:21,2024-05-04 13:18:47,86,14.3,517,579,247,102,168,62,599,127,89,39,false
2024-05-03 02:01:47,2024-05-04 03:39:21,UTC-04:00,2024-05-03 02:01:47,2024-05-03 09:10:03,66,15.0,389,428,170,103,116,39,591,127,90,67,false
2024-05-02 02:46:34,2024-05-03 02:01:47,UTC-04:00,2024-05-02 02:46:34,2024-05-02 07:57:40,45,14.7,268,299,116,85,67,31,592,127,94,63,false
2024-05-01 00:52:08,2024-05-02 02:46:34,UTC-04:00,2024-05-01 00:52:08,2024-05-01 06:19:57,48,13.7,302,327,158,56,88,25,630,127,94,57,false
2024-04-30 03:38:03,2024-05-01 00:52:08,UTC-04:00,2024-04-30 03:38:03,2024-04-30 10:05:36,51,15.1,337,387,105,99,133,50,663,127,87,52,false
2024-04-29 00:08:36,2024-04-30 03:38:03,UTC-04:00,2024-04-29 00:08:36,2024-04-29 07:07:04,61,14.0,392,417,160,75,157,25,640,127,97,64,false
2024-04-28 02:20:48,2024-04-29 00:08:36,UTC-04:00,2024-04-28 02:20:48,2024-04-28 07:52:27,48,14.4,310,331,158,31,121,21,647,127,95,52,false
2024-04-27 02:23:47,2024-04-28 02:20:48,UTC-04:00,2024-04-27 02:23:47,2024-04-27 09:14:27,64,14.5,383,407,130,97,156,24,601,89,94,37,false
2024-04-25 23:42:43,2024-04-27 02:23:47,UTC-04:00,2024-04-25 23:42:43,2024-04-26 07:45:49,76,14.6,454,482,147,115,192,28,594,127,95,42,false
2024-04-24 20:13:34,2024-04-25 23:42:43,UTC-04:00,2024-04-24 20:13:34,2024-04-25 02:48:40,61,14.2,363,392,111,87,165,29,592,127,95,23,false
2024-04-24 05:49:19,2024-04-24 20:13:34,UTC-04:00,2024-04-24 05:49:19,2024-04-24 08:20:53,21,14.7,133,151,29,30,74,18,644,127,97,36,false
2024-04-23 00:44:15,2024-04-24 05:49:19,UTC-04:00,2024-04-23 00:44:15,2024-04-23 07:30:52,58,13.9,381,402,167,84,130,21,654,127,94,59,false
2024-04-21 23:05:18,2024-04-23 00:44:15,UTC-04:00,2024-04-21 23:05:18,2024-04-22 05:55:42,53,14.0,343,409,145,86,112,66,642,127,84,43,false
2024-04-20 22:48:00,2024-04-21 23:05:18,UTC-04:00,2024-04-20 22:48:00,2024-04-21 07:15:00,,,,,,,,,,,,,false
2024-04-20 01:46:59,2024-04-20 22:48:00,UTC-04:00,2024-04-20 01:46:59,2024-04-20 08:15:23,56,14.0,362,387,131,73,158,25,645,127,96,76,false
2024-04-19 00:08:06,2024-04-20 01:46:59,UTC-04:00,2024-04-19 00:08:06,2024-04-19 07:06:26,63,13.7,398,415,176,77,145,17,632,127,96,71,false
2024-04-18 01:10:41,2024-04-19 00:08:06,UTC-04:00,2024-04-18 01:10:41,2024-04-18 07:30:14,56,14.5,341,379,120,90,131,38,606,127,91,76,false
2024-04-17 03:06:56,2024-04-18 01:10:41,UTC-04:00,2024-04-17 03:06:56,2024-04-17 08:11:34,48,13.5,287,301,104,70,113,14,604,127,97,73,false
2024-04-16 02:48:20,2024-04-17 03:06:56,UTC-04:00,2024-04-16 02:48:20,2024-04-16 07:30:18,42,13.9,268,278,105,74,89,10,636,110,97,60,false
2024-04-15 01:12:35,2024-04-16 02:48:20,UTC-04:00,2024-04-15 01:12:35,2024-04-15 09:08:25,72,14.8,433,470,154,94,185,37,605,127,92,67,false
2024-04-14 01:27:58,2024-04-15 01:12:35,UTC-04:00,2024-04-14 01:27:58,2024-04-14 07:44:19,57,13.3,355,374,143,64,148,19,626,127,98,68,false
2024-04-12 23:05:57,2024-04-14 01:27:58,UTC-04:00,2024-04-12 23:05:57,2024-04-13 06:59:19,67,13.8,438,471,196,86,156,33,650,127,96,81,false
2024-04-12 00:58:11,2024-04-12 23:05:57,UTC-04:00,2024-04-12 00:58:11,2024-04-12 06:25:03,46,14.6,296,326,69,66,161,30,644,127,94,74,false
2024-04-10 23:03:37,2024-04-12 00:58:11,UTC-04:00,2024-04-10 23:03:37,2024-04-11 06:50:50,68,14.1,425,465,133,113,179,40,630,127,93,80,false
2024-04-09 23:43:29,2024-04-10 23:03:37,UTC-04:00,2024-04-09 23:43:29,2024-04-10 05:14:11,49,13.8,310,330,103,85,122,20,635,127,95,87,false
2024-04-08 23:50:32,2024-04-09 23:43:29,UTC-04:00,2024-04-08 23:50:32,2024-04-09 06:52:04,61,13.9,392,421,185,81,126,29,646,119,96,77,false
2024-04-07 23:26:07,2024-04-08 23:50:32,UTC-04:00,2024-04-07 23:26:07,2024-04-08 05:59:18,66,14.4,364,393,110,109,145,29,550,71,96,81,false
2024-04-06 23:38:33,2024-04-07 23:26:07,UTC-04:00,2024-04-06 23:38:33,2024-04-07 07:28:11,80,14.1,441,468,159,122,160,27,552,38,94,72,false
2024-04-05 21:12:29,2024-04-06 23:38:33,UTC-04:00,2024-04-05 21:12:29,2024-04-06 07:18:19,90,14.1,563,602,191,115,257,39,623,127,95,54,false
2024-04-05 02:23:35,2024-04-05 21:12:29,UTC-04:00,2024-04-05 02:23:35,2024-04-05 07:26:53,48,14.1,279,303,113,55,111,24,584,100,95,66,false
2024-04-03 23:13:12,2024-04-05 02:23:35,UTC-04:00,2024-04-03 23:13:12,2024-04-04 07:50:16,75,14.6,462,516,162,110,190,54,619,127,91,62,false
2024-04-03 03:04:34,2024-04-03 23:13:12,UTC-04:00,2024-04-03 03:04:34,2024-04-03 06:52:43,31,15.9,197,228,83,49,65,31,635,127,92,58,false
2024-04-01 23:11:48,2024-04-03 03:04:34,UTC-04:00,2024-04-01 23:11:48,2024-04-02 06:56:46,68,14.7,446,464,174,94,178,18,655,127,96,60,false
2024-04-01 01:45:51,2024-04-01 23:11:48,UTC-04:00,2024-04-01 01:45:51,2024-04-01 05:49:08,37,15.0,218,236,123,46,49,18,592,85,97,65,false
2024-03-30 20:54:22,2024-04-01 01:45:51,UTC-04:00,2024-03-30 20:54:22,2024-03-31 06:00:02,79,14.4,512,545,149,115,248,33,645,127,95,43,false
2024-03-30 02:16:46,2024-03-30 20:54:22,UTC-04:00,2024-03-30 02:16:46,2024-03-30 05:59:47,30,14.2,177,220,59,48,70,43,598,127,85,72,false
2024-03-29 01:37:18,2024-03-30 02:16:46,UTC-04:00,2024-03-29 01:37:18,2024-03-29 07:42:31,51,14.6,313,344,153,66,94,31,610,85,93,71,false
2024-03-28 00:12:31,2024-03-29 01:37:18,UTC-04:00,2024-03-28 00:12:31,2024-03-28 07:22:36,69,14.6,388,430,152,92,144,42,558,88,93,81,false
2024-03-26 22:58:48,2024-03-28 00:12:31,UTC-04:00,2024-03-26 22:58:48,2024-03-27 06:40:10,69,14.9,391,451,155,81,155,60,568,80,89,78,false
2024-03-25 23:21:26,2024-03-26 22:58:48,UTC-04:00,2024-03-25 23:21:26,2024-03-26 06:57:49,73,14.0,427,456,146,98,183,29,588,83,94,77,false
2024-03-25 00:36:58,2024-03-25 23:21:26,UTC-04:00,2024-03-25 00:36:58,2024-03-25 07:25:32,69,14.2,377,408,118,98,161,31,545,16,92,80,false
2024-03-23 23:45:26,2024-03-25 00:36:58,UTC-04:00,2024-03-23 23:45:26,2024-03-24 08:12:08,95,13.9,481,505,178,95,208,24,507,11,97,75,false
2024-03-22 22:00:28,2024-03-23 23:45:26,UTC-04:00,2024-03-22 22:00:28,2024-03-23 08:39:45,97,13.8,545,639,147,146,252,94,563,90,88,63,false
2024-03-22 00:58:11,2024-03-22 22:00:28,UTC-04:00,2024-03-22 00:58:11,2024-03-22 08:06:59,68,13.5,385,428,113,73,199,43,566,89,92,67,false
2024-03-21 01:02:27,2024-03-22 00:58:11,UTC-04:00,2024-03-21 10:02:00,2024-03-21 10:45:00,2,16.3,12,43,12,0,0,31,556,89,65,,true
2024-03-21 01:02:27,2024-03-22 00:58:11,UTC-04:00,2024-03-21 01:02:27,2024-03-21 07:59:02,67,13.7,370,402,103,108,159,32,549,78,92,61,false
2024-03-19 23:05:06,2024-03-21 01:02:27,UTC-04:00,2024-03-19 23:05:06,2024-03-20 08:18:41,80,14.5,497,547,205,134,158,50,620,125,93,54,false
2024-03-18 22:39:19,2024-03-19 23:05:06,UTC-04:00,2024-03-18 22:39:19,2024-03-19 07:01:06,70,13.9,453,498,198,101,154,45,648,127,93,45,false
2024-03-17 23:26:00,2024-03-18 22:39:19,UTC-04:00,2024-03-17 23:26:00,2024-03-18 07:26:00,,,,,,,,,,,,,false
2024-03-17 01:41:44,2024-03-17 23:26:00,UTC-04:00,2024-03-17 15:00:00,2024-03-17 15:34:00,5,15.4,29,34,29,0,0,5,622,127,87,,true
2024-03-17 01:41:44,2024-03-17 23:26:00,UTC-04:00,2024-03-17 01:41:44,2024-03-17 08:20:16,53,14.7,341,393,99,86,156,52,642,120,86,56,false
2024-03-16 00:36:46,2024-03-17 01:41:44,UTC-04:00,2024-03-16 00:36:46,2024-03-16 07:10:27,59,14.8,351,389,144,82,125,38,593,105,93,62,false
2024-03-14 22:57:44,2024-03-16 00:36:46,UTC-04:00,2024-03-14 22:57:44,2024-03-15 06:39:41,72,14.3,426,461,132,112,182,35,591,64,95,68,false
2024-03-13 22:05:09,2024-03-14 22:57:44,UTC-04:00,2024-03-13 22:05:09,2024-03-14 05:45:08,80,14.7,404,456,180,88,136,52,504,102,90,37,false
2024-03-12 21:30:00,2024-03-13 22:05:09,UTC-04:00,2024-03-13 09:45:00,2024-03-13 11:06:00,11,14.1,64,81,28,18,18,17,566,102,79,,true
2024-03-12 21:30:00,2024-03-13 22:05:09,UTC-04:00,2024-03-12 21:30:00,2024-03-13 06:02:00,,,,,,,,,,,,,false
2024-03-11 22:44:03,2024-03-12 21:30:00,UTC-04:00,2024-03-11 22:44:03,2024-03-12 05:54:29,71,14.4,386,423,166,83,137,37,546,42,93,54,false
2024-03-10 20:52:03,2024-03-11 22:44:03,UTC-04:00,2024-03-10 20:52:03,2024-03-11 07:15:57,90,14.6,567,623,298,96,173,56,633,123,92,40,false
2024-03-10 00:54:15,2024-03-10 19:52:03,UTC-05:00,2024-03-10 00:54:15,2024-03-10 08:05:53,61,14.4,389,429,158,60,171,40,636,127,92,79,false
2024-03-09 01:16:04,2024-03-10 00:54:15,UTC-05:00,2024-03-09 01:16:04,2024-03-09 07:27:37,56,14.2,336,369,95,74,167,33,604,98,94,65,false
2024-03-08 00:47:40,2024-03-09 01:16:04,UTC-05:00,2024-03-08 00:47:40,2024-03-08 08:45:50,75,13.8,450,478,157,113,180,28,602,127,94,58,false
2024-03-07 00:13:30,2024-03-08 00:47:40,UTC-05:00,2024-03-07 12:41:00,2024-03-07 13:41:00,8,15.2,47,60,24,11,12,13,605,127,79,,true
2024-03-07 00:13:30,2024-03-08 00:47:40,UTC-05:00,2024-03-07 00:13:30,2024-03-07 06:00:03,45,14.0,287,346,153,58,76,59,632,127,84,72,false
2024-03-06 00:09:43,2024-03-07 00:13:30,UTC-05:00,2024-03-06 00:09:43,2024-03-06 06:16:27,57,13.9,339,365,155,60,124,26,595,98,96,67,false
2024-03-04 23:54:42,2024-03-06 00:09:43,UTC-05:00,2024-03-04 23:54:42,2024-03-05 07:27:54,74,13.8,434,451,155,135,144,17,587,118,97,57,false
2024-03-04 02:42:52,2024-03-04 23:54:42,UTC-05:00,2024-03-04 02:42:52,2024-03-04 08:29:25,58,14.5,322,344,103,67,152,22,559,51,97,51,false
2024-03-02 20:27:17,2024-03-04 02:42:52,UTC-05:00,2024-03-02 20:27:17,2024-03-03 06:14:14,87,13.9,537,586,216,98,223,49,618,127,93,36,false
2024-03-02 02:30:36,2024-03-02 20:27:17,UTC-05:00,2024-03-02 02:30:36,2024-03-02 09:20:53,61,14.4,375,404,153,56,166,29,616,121,94,60,false
2024-02-29 23:38:16,2024-03-02 02:30:36,UTC-05:00,2024-02-29 23:38:16,2024-03-01 07:29:47,68,14.1,407,468,115,99,193,61,597,127,86,71,false
2024-02-29 02:53:51,2024-02-29 23:38:16,UTC-05:00,2024-02-29 02:53:51,2024-02-29 07:44:39,46,13.6,274,290,97,70,107,16,600,127,97,68,false
2024-02-28 00:54:07,2024-02-29 02:53:51,UTC-05:00,2024-02-28 00:54:07,2024-02-28 07:16:20,62,14.2,365,381,161,77,127,16,593,89,97,74,false
2024-02-26 23:30:27,2024-02-28 00:54:07,UTC-05:00,2024-02-26 23:30:27,2024-02-27 07:43:36,76,14.4,453,493,145,110,198,40,593,127,92,54,false
2024-02-26 02:17:41,2024-02-26 23:30:27,UTC-05:00,2024-02-26 02:17:41,2024-02-26 09:26:54,59,14.1,370,429,104,101,165,59,632,127,89,61,false
2024-02-25 01:43:01,2024-02-26 02:17:41,UTC-05:00,2024-02-25 01:43:01,2024-02-25 06:48:58,42,14.8,267,303,104,62,101,36,642,127,92,74,false
2024-02-24 00:22:39,2024-02-25 01:43:01,UTC-05:00,2024-02-24 00:22:39,2024-02-24 06:56:47,58,14.6,367,394,113,111,143,27,633,127,96,68,false
2024-02-23 01:46:18,2024-02-24 00:22:39,UTC-05:00,2024-02-23 01:46:18,2024-02-23 08:16:07,61,15.0,350,387,134,82,134,37,575,127,90,61,false
2024-02-22 01:07:00,2024-02-23 01:46:18,UTC-05:00,2024-02-22 13:00:00,2024-02-22 14:17:00,9,15.4,56,77,18,22,16,21,597,127,90,,true
2024-02-22 01:07:00,2024-02-23 01:46:18,UTC-05:00,2024-02-22 01:07:00,2024-02-22 06:45:52,53,15.1,310,338,113,76,121,28,590,119,93,65,false
2024-02-21 01:00:00,2024-02-22 01:07:00,UTC-05:00,2024-02-21 01:00:00,2024-02-21 09:30:00,70,15.1,431,510,195,87,149,79,617,127,84,60,false
2024-02-20 01:18:15,2024-02-21 01:00:00,UTC-05:00,2024-02-20 01:18:15,2024-02-20 06:51:38,49,14.5,313,326,103,65,145,13,634,127,96,72,false
2024-02-19 00:54:10,2024-02-20 01:18:15,UTC-05:00,2024-02-19 00:54:10,2024-02-19 06:14:46,53,14.4,307,320,147,61,99,13,582,81,95,68,false
2024-02-17 21:33:31,2024-02-19 00:54:10,UTC-05:00,2024-02-17 21:33:31,2024-02-18 06:46:45,80,14.2,496,551,180,122,194,55,623,94,91,54,false
2024-02-16 23:48:01,2024-02-17 21:33:31,UTC-05:00,2024-02-16 23:48:01,2024-02-17 08:18:33,76,14.2,458,509,172,107,179,51,605,127,92,67,false
2024-02-16 01:48:16,2024-02-16 23:48:01,UTC-05:00,2024-02-16 01:48:16,2024-02-16 06:59:45,44,14.0,285,311,82,75,128,26,645,127,95,71,false
2024-02-15 02:31:54,2024-02-16 01:48:16,UTC-05:00,2024-02-15 02:31:54,2024-02-15 07:37:42,47,14.1,277,295,92,74,111,18,591,88,96,58,false
2024-02-13 23:13:03,2024-02-15 02:31:54,UTC-05:00,2024-02-13 23:13:03,2024-02-14 06:39:23,75,14.2,411,446,180,103,128,35,549,77,92,71,false
2024-02-12 23:10:11,2024-02-13 23:13:03,UTC-05:00,2024-02-12 23:10:11,2024-02-13 08:16:32,80,15.2,468,546,202,89,177,78,588,127,89,57,false
2024-02-12 01:21:17,2024-02-12 23:10:11,UTC-05:00,2024-02-12 16:30:00,2024-02-12 17:30:00,5,15.4,28,60,28,0,0,32,614,127,57,,true
2024-02-12 01:21:17,2024-02-12 23:10:11,UTC-05:00,2024-02-12 01:21:17,2024-02-12 06:56:47,50,14.8,317,333,111,80,126,16,635,127,95,74,false
2024-02-10 23:58:34,2024-02-12 01:21:17,UTC-05:00,2024-02-10 23:58:34,2024-02-11 07:27:30,62,14.4,389,447,146,95,148,58,627,127,89,67,false
2024-02-10 00:41:19,2024-02-10 23:58:34,UTC-05:00,2024-02-10 00:41:19,2024-02-10 06:56:42,54,14.8,343,375,202,56,85,32,635,127,94,64,false
2024-02-09 03:16:01,2024-02-10 00:41:19,UTC-05:00,2024-02-09 03:16:01,2024-02-09 09:15:04,51,14.5,314,359,75,100,139,45,611,94,91,54,false
2024-02-08 00:20:31,2024-02-09 03:16:01,UTC-05:00,2024-02-08 00:20:31,2024-02-08 08:27:57,75,14.5,449,485,181,106,162,36,596,127,92,64,false
2024-02-07 01:52:12,2024-02-08 00:20:31,UTC-05:00,2024-02-07 01:52:12,2024-02-07 07:49:57,58,14.6,330,353,99,62,169,23,571,127,93,52,false
2024-02-06 01:00:39,2024-02-07 01:52:12,UTC-05:00,2024-02-06 15:34:00,2024-02-06 16:58:00,10,14.7,62,84,43,10,9,22,633,127,85,,true
2024-02-06 01:00:39,2024-02-07 01:52:12,UTC-05:00,2024-02-06 01:00:39,2024-02-06 05:44:43,40,14.2,261,284,139,54,68,23,648,127,93,61,false
2024-02-05 00:12:59,2024-02-06 01:00:39,UTC-05:00,2024-02-05 00:12:59,2024-02-05 06:58:05,61,14.7,376,405,145,95,136,29,614,127,93,51,false
2024-02-04 02:39:26,2024-02-05 00:12:59,UTC-05:00,2024-02-04 02:39:26,2024-02-04 08:15:01,48,15.3,299,329,135,49,115,30,619,127,91,48,false
2024-02-03 04:47:42,2024-02-04 02:39:26,UTC-05:00,2024-02-03 04:47:42,2024-02-03 11:16:27,56,14.2,343,386,88,92,163,43,617,127,91,38,false
2024-02-02 02:45:58,2024-02-03 04:47:42,UTC-05:00,2024-02-02 02:45:58,2024-02-02 07:02:21,39,15.0,241,250,126,38,77,9,618,127,97,64,false
2024-02-01 01:11:12,2024-02-02 02:45:58,UTC-05:00,2024-02-01 01:11:12,2024-02-01 06:59:54,51,14.5,301,348,178,59,64,47,595,127,88,60,false
2024-01-31 05:28:48,2024-02-01 01:11:12,UTC-05:00,2024-01-31 05:28:48,2024-01-31 08:17:59,23,14.4,148,165,55,32,61,17,640,119,98,42,false
2024-01-29 23:49:46,2024-01-31 05:28:48,UTC-05:00,2024-01-29 23:49:46,2024-01-30 06:44:35,61,14.7,370,409,211,62,97,39,608,115,93,57,false
2024-01-29 02:09:48,2024-01-29 23:49:46,UTC-05:00,2024-01-29 02:09:48,2024-01-29 09:33:27,69,14.8,397,442,199,63,135,45,577,109,91,70,false
2024-01-28 01:53:25,2024-01-29 02:09:48,UTC-05:00,2024-01-28 01:53:25,2024-01-28 08:13:19,61,14.5,343,378,152,66,125,35,563,96,92,50,false
2024-01-27 02:57:42,2024-01-28 01:53:25,UTC-05:00,2024-01-27 02:57:42,2024-01-27 11:16:37,75,15.4,445,492,151,104,190,47,595,127,90,37,false
2024-01-26 01:05:58,2024-01-27 02:57:42,UTC-05:00,2024-01-26 01:05:58,2024-01-26 07:45:14,51,14.6,336,399,112,76,148,63,655,127,87,75,false
2024-01-25 01:04:59,2024-01-26 01:05:58,UTC-05:00,2024-01-25 01:04:59,2024-01-25 06:11:09,47,14.9,273,306,141,58,74,33,584,104,93,75,false
2024-01-23 22:57:53,2024-01-25 01:04:59,UTC-05:00,2024-01-23 22:57:53,2024-01-24 06:16:44,64,14.7,375,436,175,72,128,61,585,116,86,80,false
2024-01-23 00:00:20,2024-01-23 22:57:53,UTC-05:00,2024-01-23 00:00:20,2024-01-23 07:13:53,63,14.9,398,433,154,88,156,35,632,127,92,84,false
2024-01-22 01:06:11,2024-01-23 00:00:20,UTC-05:00,2024-01-22 01:06:11,2024-01-22 06:45:31,52,14.4,307,339,113,83,111,32,586,84,93,73,false
