Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2024-01-21 00:02:12,2024-01-22 01:06:11,UTC-05:00,2024-01-21 00:02:12,2024-01-21 07:22:01,76,14.5,408,437,152,93,163,29,539,62,93,77,false
2024-01-19 22:49:44,2024-01-21 00:02:12,UTC-05:00,2024-01-19 22:49:44,2024-01-20 07:29:49,83,14.2,479,517,183,106,190,38,576,102,94,78,false
2024-01-18 22:51:51,2024-01-19 22:49:44,UTC-05:00,2024-01-18 22:51:51,2024-01-19 05:43:46,71,14.6,388,409,143,94,151,21,547,77,97,77,false
2024-01-17 22:42:41,2024-01-18 22:51:51,UTC-05:00,2024-01-17 22:42:41,2024-01-18 07:22:45,80,14.7,481,520,183,112,186,39,601,127,94,69,false
2024-01-17 01:08:46,2024-01-17 22:42:41,UTC-05:00,2024-01-17 01:08:46,2024-01-17 06:25:31,49,15.6,297,316,131,51,115,19,603,127,94,76,false
2024-01-16 01:24:20,2024-01-17 01:08:46,UTC-05:00,2024-01-16 01:24:20,2024-01-16 06:40:07,48,14.7,285,315,121,61,103,30,590,69,91,76,false
2024-01-14 22:47:41,2024-01-16 01:24:20,UTC-05:00,2024-01-14 22:47:41,2024-01-15 07:39:14,82,14.8,481,529,239,100,142,48,590,113,91,77,false
2024-01-14 00:18:40,2024-01-14 22:47:41,UTC-05:00,2024-01-14 00:18:40,2024-01-14 07:13:00,62,14.8,365,410,128,87,150,45,592,106,89,84,false
2024-01-12 23:54:07,2024-01-14 00:18:40,UTC-05:00,2024-01-12 23:54:07,2024-01-13 08:14:00,74,14.6,463,494,203,80,180,31,628,108,96,80,false
2024-01-12 01:07:51,2024-01-12 23:54:07,UTC-05:00,2024-01-12 01:07:51,2024-01-12 07:40:33,63,14.1,368,392,152,65,151,24,586,116,95,71,false
2024-01-11 00:04:22,2024-01-12 01:07:51,UTC-05:00,2024-01-11 00:04:22,2024-01-11 07:34:16,60,15.0,352,446,200,49,103,94,585,91,79,74,false
2024-01-09 23:21:13,2024-01-11 00:04:22,UTC-05:00,2024-01-09 23:21:13,2024-01-10 06:34:18,68,14.7,390,433,173,83,134,43,574,92,90,81,false
2024-01-08 23:01:57,2024-01-09 23:21:13,UTC-05:00,2024-01-08 23:01:57,2024-01-09 06:31:22,74,14.5,408,447,207,83,118,39,551,70,92,73,false
2024-01-07 22:10:39,2024-01-08 23:01:57,UTC-05:00,2024-01-07 22:10:39,2024-01-08 06:19:00,81,14.6,453,488,177,66,210,35,563,87,95,55,false
2024-01-07 00:13:11,2024-01-07 22:10:39,UTC-05:00,2024-01-07 00:13:11,2024-01-07 08:45:33,78,14.7,483,509,203,131,149,26,619,119,95,46,false
2024-01-05 22:28:06,2024-01-07 00:13:11,UTC-05:00,2024-01-05 22:28:06,2024-01-06 05:30:36,67,14.4,383,422,129,109,145,39,569,90,94,70,false
2024-01-04 22:41:00,2024-01-05 22:28:06,UTC-05:00,2024-01-04 22:41:00,2024-01-05 05:30:02,72,15.0,371,409,136,97,138,38,512,121,93,52,false
2024-01-03 21:53:51,2024-01-04 22:41:00,UTC-05:00,2024-01-04 11:59:30,2024-01-04 14:11:30,19,,121,131,121,0,0,10,627,121,91,,true
2024-01-03 21:53:51,2024-01-04 22:41:00,UTC-05:00,2024-01-03 21:53:51,2024-01-04 05:47:47,69,15.4,429,473,168,109,152,44,618,127,91,59,false
2024-01-03 01:33:26,2024-01-03 21:53:51,UTC-05:00,2024-01-03 01:33:26,2024-01-03 07:32:29,53,15.3,334,355,128,84,122,21,634,112,94,42,false
2024-01-01 20:54:40,2024-01-03 01:33:26,UTC-05:00,2024-01-01 20:54:40,2024-01-02 05:31:11,73,15.2,476,516,203,116,157,40,650,127,93,80,false
2023-12-31 22:18:58,2024-01-01 20:54:40,UTC-05:00,2023-12-31 22:18:58,2024-01-01 05:16:39,59,14.5,361,415,136,91,134,54,617,124,90,88,false
2023-12-30 21:31:00,2023-12-31 22:18:58,UTC-05:00,2023-12-30 21:31:00,2023-12-31 05:32:00,67,14.0,399,481,96,129,174,82,593,127,87,82,false
2023-12-29 23:05:05,2023-12-30 21:31:00,UTC-05:00,2023-12-29 23:05:05,2023-12-30 05:49:48,56,14.4,356,401,180,86,90,45,635,106,88,84,false
2023-12-28 22:46:01,2023-12-29 23:05:05,UTC-05:00,2023-12-28 22:46:01,2023-12-29 05:59:34,64,14.0,377,430,118,87,172,53,590,106,90,78,false
2023-12-27 22:06:47,2023-12-28 22:46:01,UTC-05:00,2023-12-27 22:06:47,2023-12-28 05:22:44,66,13.9,403,435,138,103,162,32,615,114,92,72,false
2023-12-26 22:08:35,2023-12-27 22:06:47,UTC-05:00,2023-12-26 22:08:35,2023-12-27 05:23:06,69,15.2,392,434,190,85,117,42,570,36,90,70,false
2023-12-25 21:58:27,2023-12-26 22:08:35,UTC-05:00,2023-12-25 21:58:27,2023-12-26 06:17:41,89,15.1,457,496,162,90,205,39,515,47,94,65,false
2023-12-24 22:39:55,2023-12-25 21:58:27,UTC-05:00,2023-12-24 22:39:55,2023-12-25 08:12:52,88,15.1,525,572,207,103,215,47,599,127,93,64,false
2023-12-24 02:04:04,2023-12-24 22:39:55,UTC-05:00,2023-12-24 02:04:04,2023-12-24 08:23:33,41,14.8,257,379,150,24,83,122,623,124,68,42,false
2023-12-22 22:54:53,2023-12-24 02:04:04,UTC-05:00,2023-12-22 22:54:53,2023-12-23 05:42:00,59,14.8,364,407,127,81,156,43,614,124,89,82,false
2023-12-21 21:49:58,2023-12-22 22:54:53,UTC-05:00,2023-12-21 21:49:58,2023-12-22 05:41:58,69,14.5,427,472,167,85,175,45,621,127,93,80,false
2023-12-20 22:38:57,2023-12-21 21:49:58,UTC-05:00,2023-12-20 22:38:57,2023-12-21 06:07:25,59,14.7,366,448,138,106,122,82,625,122,82,76,false
2023-12-19 22:30:00,2023-12-20 22:38:57,UTC-05:00,2023-12-19 22:30:00,2023-12-20 07:51:00,71,14.6,456,561,222,73,161,105,647,120,81,67,false
2023-12-18 22:42:16,2023-12-19 22:30:00,UTC-05:00,2023-12-18 22:42:16,2023-12-19 05:45:15,62,14.9,385,417,178,62,145,32,627,100,94,62,false
2023-12-17 21:20:00,2023-12-18 22:42:16,UTC-05:00,2023-12-17 21:20:00,2023-12-18 06:15:00,66,14.3,385,535,148,89,148,150,585,70,81,50,false
2023-12-16 21:40:11,2023-12-17 21:20:00,UTC-05:00,2023-12-16 21:40:11,2023-12-17 06:56:47,83,14.3,523,556,224,111,188,33,633,127,95,36,false
2023-12-16 01:54:50,2023-12-16 21:40:11,UTC-05:00,2023-12-16 01:54:50,2023-12-16 05:03:44,31,14.5,174,185,90,37,47,11,571,93,95,44,false
2023-12-15 03:10:44,2023-12-16 01:54:50,UTC-05:00,2023-12-15 03:10:44,2023-12-15 10:33:25,69,14.3,420,442,160,88,172,22,607,76,95,,false
2023-12-14 00:17:10,2023-12-15 03:10:44,UTC-05:00,2023-12-14 00:17:10,2023-12-14 07:21:07,71,14.4,384,423,182,81,121,39,537,65,91,24,false
2023-12-10 11:29:00,2023-12-11 11:29:00,UTC-05:00,2023-12-10 11:29:00,2023-12-11 07:29:00,77,15.4,448,1200,251,86,111,752,580,55,40,6,false
2023-12-08 23:03:42,2023-12-10 11:29:00,UTC-05:00,2023-12-08 23:03:42,2023-12-09 07:25:59,84,14.6,443,502,227,86,130,59,529,55,89,67,false
2023-12-08 02:25:21,2023-12-08 23:03:42,UTC-05:00,2023-12-08 02:25:21,2023-12-08 09:00:56,81,14.4,380,395,169,72,139,15,466,0,96,55,false
2023-12-06 23:24:14,2023-12-08 02:25:21,UTC-05:00,2023-12-06 23:24:14,2023-12-07 09:21:24,100,14.2,567,597,240,121,206,30,428,0,96,54,false
2023-12-05 22:39:58,2023-12-06 23:24:14,UTC-05:00,2023-12-06 11:37:00,2023-12-06 12:37:00,11,14.7,52,60,52,0,0,8,463,0,87,,true
2023-12-05 22:39:58,2023-12-06 23:24:14,UTC-05:00,2023-12-05 22:39:58,2023-12-06 08:50:24,100,14.2,561,608,207,144,210,47,535,127,95,42,false
2023-12-05 05:22:13,2023-12-05 22:39:58,UTC-05:00,2023-12-05 16:21:17,2023-12-05 17:22:19,10,14.7,56,61,32,24,0,5,592,127,95,,true
2023-12-05 05:22:13,2023-12-05 22:39:58,UTC-05:00,2023-12-05 05:22:13,2023-12-05 09:04:17,37,13.8,209,222,82,61,66,13,570,105,95,44,false
2023-12-04 00:08:12,2023-12-05 05:22:13,UTC-05:00,2023-12-04 00:08:12,2023-12-04 08:31:33,74,15.2,458,503,179,96,183,45,622,127,93,68,false
2023-12-02 01:45:09,2023-12-04 00:08:12,UTC-05:00,2023-12-02 01:45:09,2023-12-02 06:48:56,45,14.4,284,301,115,67,102,17,634,117,94,81,false
2023-12-01 01:36:27,2023-12-02 01:45:09,UTC-05:00,2023-12-01 01:36:27,2023-12-01 08:18:17,67,14.5,377,400,170,77,130,23,560,94,96,77,false
2023-11-30 01:18:35,2023-12-01 01:36:27,UTC-05:00,2023-11-30 01:18:35,2023-11-30 09:19:43,76,14.4,452,481,163,97,192,29,599,111,95,69,false
2023-11-29 02:54:40,2023-11-30 01:18:35,UTC-05:00,2023-11-29 02:54:40,2023-11-29 09:14:52,62,14.7,363,380,117,105,141,17,587,110,95,54,false
2023-11-28 00:26:07,2023-11-29 02:54:40,UTC-05:00,2023-11-28 00:26:07,2023-11-28 07:26:42,65,14.5,410,420,212,87,111,10,631,127,97,66,false
2023-11-26 23:49:50,2023-11-28 00:26:07,UTC-05:00,2023-11-26 23:49:50,2023-11-27 05:45:02,52,15.0,309,355,132,81,96,46,590,121,87,60,false
2023-11-26 02:46:12,2023-11-26 23:49:50,UTC-05:00,2023-11-26 02:46:12,2023-11-26 09:45:20,62,14.1,390,414,122,85,183,24,633,122,94,49,false
2023-11-25 00:25:53,2023-11-26 02:46:12,UTC-05:00,2023-11-25 00:25:53,2023-11-25 06:43:12,57,13.9,330,375,96,94,140,45,575,66,90,85,false
2023-11-23 22:53:20,2023-11-25 00:25:53,UTC-05:00,2023-11-23 22:53:20,2023-11-24 08:07:24,83,14.2,522,552,172,131,219,30,625,116,97,75,false
2023-11-23 00:08:00,2023-11-23 22:53:20,UTC-05:00,2023-11-23 00:08:00,2023-11-23 08:08:00,61,14.5,360,480,124,80,156,120,593,98,85,76,false
2023-11-22 00:21:00,2023-11-23 00:08:00,UTC-05:00,2023-11-22 00:21:00,2023-11-22 09:00:00,66,14.3,386,519,116,86,184,133,582,115,76,69,false
2023-11-21 02:08:08,2023-11-22 00:21:00,UTC-05:00,2023-11-21 02:08:08,2023-11-21 08:14:52,58,14.1,321,366,122,81,118,45,552,84,93,62,false
2023-11-19 23:50:07,2023-11-21 02:08:08,UTC-05:00,2023-11-19 23:50:07,2023-11-20 07:33:00,69,14.5,381,461,186,106,89,80,551,44,83,70,false
2023-11-18 22:09:38,2023-11-19 23:50:07,UTC-05:00,2023-11-18 22:09:38,2023-11-19 06:29:02,87,13.9,471,497,245,81,145,26,540,61,97,56,false
2023-11-18 01:29:17,2023-11-18 22:09:38,UTC-05:00,2023-11-18 01:29:17,2023-11-18 08:19:09,76,14.0,394,406,199,77,118,12,516,51,97,39,false
2023-11-16 23:10:38,2023-11-18 01:29:17,UTC-05:00,2023-11-16 23:10:38,2023-11-17 06:43:24,79,14.1,388,449,173,91,124,61,491,0,88,48,false
2023-11-15 22:31:30,2023-11-16 23:10:38,UTC-05:00,2023-11-15 22:31:30,2023-11-16 06:26:54,100,14.4,433,475,182,88,163,42,366,0,93,38,false
2023-11-14 19:01:22,2023-11-15 22:31:30,UTC-05:00,2023-11-15 16:38:00,2023-11-15 17:18:00,5,16.2,21,40,21,0,0,19,387,0,76,,true
2023-11-14 19:01:22,2023-11-15 22:31:30,UTC-05:00,2023-11-15 12:42:59,2023-11-15 13:58:18,12,14.3,52,75,47,5,0,23,439,0,88,,true
2023-11-14 19:01:22,2023-11-15 22:31:30,UTC-05:00,2023-11-15 07:45:00,2023-11-15 08:20:00,6,15.7,26,35,24,2,0,9,465,0,93,,true
2023-11-14 19:01:22,2023-11-15 22:31:30,UTC-05:00,2023-11-14 19:01:22,2023-11-15 05:22:03,100,14.6,455,620,246,74,135,165,430,0,74,36,false
2023-11-13 20:31:22,2023-11-14 19:01:22,UTC-05:00,2023-11-14 13:25:00,2023-11-14 14:15:00,8,14.6,36,50,36,0,0,14,463,0,76,,true
2023-11-13 20:31:22,2023-11-14 19:01:22,UTC-05:00,2023-11-13 20:31:22,2023-11-14 09:05:38,100,14.3,655,754,239,164,252,99,445,75,88,33,false
2023-11-12 23:02:24,2023-11-13 20:31:22,UTC-05:00,2023-11-13 14:55:00,2023-11-13 15:55:00,10,16.4,47,60,33,0,14,13,492,75,89,,true
2023-11-12 23:02:24,2023-11-13 20:31:22,UTC-05:00,2023-11-13 12:00:00,2023-11-13 13:00:00,9,14.9,46,60,33,13,0,14,537,75,82,,true
2023-11-12 23:02:24,2023-11-13 20:31:22,UTC-05:00,2023-11-12 23:02:24,2023-11-13 07:44:53,81,14.7,492,522,232,126,134,30,609,127,95,63,false
2023-11-11 23:29:17,2023-11-12 23:02:24,UTC-05:00,2023-11-11 23:29:17,2023-11-12 05:56:05,58,14.2,369,386,191,51,127,17,636,127,98,56,false
2023-11-11 03:00:43,2023-11-11 23:29:17,UTC-05:00,2023-11-11 03:00:43,2023-11-11 08:49:40,54,13.9,334,346,191,81,62,12,621,127,97,53,false
2023-11-10 00:38:00,2023-11-11 03:00:43,UTC-05:00,2023-11-10 00:38:00,2023-11-10 07:08:18,56,13.9,350,390,114,103,133,40,628,127,92,72,false
2023-11-09 00:27:26,2023-11-10 00:38:00,UTC-05:00,2023-11-09 00:27:26,2023-11-09 05:57:10,50,13.9,268,327,80,83,105,59,536,69,82,66,false
2023-11-08 01:24:34,2023-11-09 00:27:26,UTC-05:00,2023-11-08 01:24:34,2023-11-08 08:09:17,78,14.2,384,404,156,72,156,20,493,41,95,53,false
2023-11-06 21:54:29,2023-11-08 01:24:34,UTC-05:00,2023-11-07 13:50:00,2023-11-07 14:16:00,3,16.8,16,26,16,0,0,10,508,41,89,,true
2023-11-06 21:54:29,2023-11-08 01:24:34,UTC-05:00,2023-11-06 21:54:29,2023-11-07 06:21:35,88,14.6,465,507,284,66,115,42,530,29,92,64,false
2023-11-05 23:06:55,2023-11-06 21:54:29,UTC-05:00,2023-11-05 23:06:55,2023-11-06 06:56:19,91,15.1,434,468,141,140,153,34,479,14,93,60,false
2023-11-05 00:49:58,2023-11-06 00:06:55,UTC-04:00,2023-11-05 00:49:58,2023-11-05 10:13:07,96,15.2,530,563,243,131,156,33,553,72,94,57,false
2023-11-04 01:01:14,2023-11-05 00:49:58,UTC-04:00,2023-11-04 01:01:14,2023-11-04 08:14:08,78,14.5,403,432,148,107,148,29,516,127,93,52,false
2023-11-03 00:43:02,2023-11-04 01:01:14,UTC-04:00,2023-11-03 14:25:00,2023-11-03 16:10:00,13,15.4,75,105,31,18,26,30,592,127,79,,true
2023-11-03 00:43:02,2023-11-04 01:01:14,UTC-04:00,2023-11-03 00:43:02,2023-11-03 06:56:59,53,14.2,333,373,125,87,121,40,627,127,90,72,false
2023-11-02 00:48:14,2023-11-03 00:43:02,UTC-04:00,2023-11-02 00:48:14,2023-11-02 06:42:00,51,14.1,316,351,152,90,74,35,614,123,93,62,false
2023-10-31 21:55:29,2023-11-02 00:48:14,UTC-04:00,2023-10-31 21:55:29,2023-11-01 05:32:07,68,14.5,401,456,133,107,161,55,592,117,90,65,false
2023-10-30 22:07:13,2023-10-31 21:55:29,UTC-04:00,2023-10-30 22:07:13,2023-10-31 05:44:48,69,14.6,415,454,177,86,152,39,598,127,94,62,false
2023-10-29 23:24:05,2023-10-30 22:07:13,UTC-04:00,2023-10-29 23:24:05,2023-10-30 06:44:21,64,14.3,393,440,152,78,163,47,617,127,92,63,false
2023-10-29 02:52:52,2023-10-29 23:24:05,UTC-04:00,2023-10-29 02:52:52,2023-10-29 08:16:21,48,15.2,309,322,133,82,94,13,644,127,97,53,false
2023-10-27 23:47:51,2023-10-29 02:52:52,UTC-04:00,2023-10-27 23:47:51,2023-10-28 06:14:47,63,14.9,376,386,206,55,115,10,595,127,97,80,false
2023-10-27 00:53:41,2023-10-27 23:47:51,UTC-04:00,2023-10-27 00:53:41,2023-10-27 07:26:51,62,15.1,369,393,204,83,82,24,595,127,94,71,false
2023-10-25 23:35:00,2023-10-27 00:53:41,UTC-04:00,2023-10-25 23:35:00,2023-10-26 06:08:00,53,14.8,335,393,175,49,111,58,629,127,92,75,false
2023-10-24 23:37:57,2023-10-25 23:35:00,UTC-04:00,2023-10-24 23:37:57,2023-10-25 05:31:43,49,14.4,311,351,145,75,91,40,641,127,91,87,false
2023-10-23 23:27:00,2023-10-24 23:37:57,UTC-04:00,2023-10-23 23:27:00,2023-10-24 07:27:00,67,14.2,424,480,209,86,129,56,633,118,91,78,false
2023-10-23 00:35:17,2023-10-23 23:27:00,UTC-04:00,2023-10-23 00:35:17,2023-10-23 08:14:05,70,14.2,419,458,117,102,200,39,603,127,94,81,false
2023-10-21 23:51:54,2023-10-23 00:35:17,UTC-04:00,2023-10-21 23:51:54,2023-10-22 07:30:59,65,14.2,422,454,169,94,159,32,650,127,93,76,false
2023-10-21 01:58:29,2023-10-21 23:51:54,UTC-04:00,2023-10-21 01:58:29,2023-10-21 07:46:48,53,14.6,333,348,146,73,114,15,630,127,98,72,false
2023-10-20 00:28:34,2023-10-21 01:58:29,UTC-04:00,2023-10-20 00:28:34,2023-10-20 07:04:38,58,14.6,361,396,122,92,147,35,627,127,93,65,false
2023-10-19 02:13:55,2023-10-20 00:28:34,UTC-04:00,2023-10-19 02:13:55,2023-10-19 07:50:23,47,13.9,300,336,124,64,112,36,640,127,92,51,false
2023-10-17 23:51:08,2023-10-19 02:13:55,UTC-04:00,2023-10-17 23:51:08,2023-10-18 05:23:16,48,14.5,301,332,152,76,73,31,632,127,95,49,false
2023-10-16 22:31:59,2023-10-17 23:51:08,UTC-04:00,2023-10-16 22:31:59,2023-10-17 05:22:28,59,14.1,377,410,202,78,97,33,644,127,94,40,false
2023-10-16 01:53:11,2023-10-16 22:31:59,UTC-04:00,2023-10-16 01:53:11,2023-10-16 07:26:45,56,14.4,324,333,155,83,86,9,579,62,98,41,false
2023-10-15 02:46:03,2023-10-16 01:53:11,UTC-04:00,2023-10-15 02:46:03,2023-10-15 10:40:54,82,14.1,434,473,148,87,199,39,531,106,91,27,false
2023-10-13 21:44:02,2023-10-15 02:46:03,UTC-04:00,2023-10-14 09:40:00,2023-10-14 11:16:00,13,14.3,75,96,64,11,0,21,598,106,87,,true
2023-10-13 21:44:02,2023-10-15 02:46:03,UTC-04:00,2023-10-13 21:44:02,2023-10-14 05:25:56,72,13.7,434,459,175,102,157,25,599,127,97,59,false
2023-10-13 05:28:00,2023-10-13 21:44:02,UTC-04:00,2023-10-13 05:28:00,2023-10-13 08:28:00,19,14.6,125,180,50,53,22,55,656,127,78,27,false
2023-10-11 23:43:32,2023-10-13 05:28:00,UTC-04:00,2023-10-11 23:43:32,2023-10-12 05:22:52,55,14.9,333,339,193,74,66,6,600,73,98,62,false
2023-10-10 22:48:04,2023-10-11 23:43:32,UTC-04:00,2023-10-10 22:48:04,2023-10-11 05:22:41,77,14.2,380,394,182,65,133,14,494,28,98,61,false
2023-10-10 00:19:17,2023-10-10 22:48:04,UTC-04:00,2023-10-10 00:19:17,2023-10-10 08:24:16,91,14.2,423,484,150,107,166,61,467,87,90,46,false
2023-10-08 23:33:54,2023-10-10 00:19:17,UTC-04:00,2023-10-09 12:07:00,2023-10-09 14:07:00,15,15.1,85,120,34,22,29,35,551,87,92,,true
2023-10-08 23:33:54,2023-10-10 00:19:17,UTC-04:00,2023-10-08 23:33:54,2023-10-09 07:48:10,77,13.8,458,494,158,106,194,36,594,127,94,60,false
2023-10-07 22:49:09,2023-10-08 23:33:54,UTC-04:00,2023-10-07 22:49:09,2023-10-08 06:13:51,63,15.1,359,444,174,94,91,85,567,111,84,58,false
2023-10-06 21:15:46,2023-10-07 22:49:09,UTC-04:00,2023-10-07 16:00:00,2023-10-07 16:40:00,6,15.6,38,40,26,12,0,2,605,111,95,,true
2023-10-06 21:15:46,2023-10-07 22:49:09,UTC-04:00,2023-10-06 21:15:46,2023-10-07 05:23:09,72,15.0,453,487,177,91,185,34,627,127,94,46,false
2023-10-06 02:08:27,2023-10-06 21:15:46,UTC-04:00,2023-10-06 02:08:27,2023-10-06 06:38:55,38,14.7,246,270,95,54,97,24,654,127,95,60,false
2023-10-05 00:04:10,2023-10-06 02:08:27,UTC-04:00,2023-10-05 00:04:10,2023-10-05 05:31:59,48,14.8,307,327,145,65,97,20,640,127,93,58,false
2023-10-04 01:44:55,2023-10-05 00:04:10,UTC-04:00,2023-10-04 01:44:55,2023-10-04 08:06:04,55,14.6,319,380,142,76,101,61,580,127,86,47,false
2023-10-03 00:12:07,2023-10-04 01:44:55,UTC-04:00,2023-10-03 11:00:00,2023-10-03 12:15:00,9,14.2,56,75,27,15,14,19,616,127,93,,true
2023-10-03 00:12:07,2023-10-04 01:44:55,UTC-04:00,2023-10-03 00:12:07,2023-10-03 05:34:38,45,14.2,287,319,99,83,105,32,638,122,93,60,false
2023-10-01 23:42:33,2023-10-03 00:12:07,UTC-04:00,2023-10-01 23:42:33,2023-10-02 05:32:00,56,14.9,310,346,188,54,68,36,554,83,91,39,false
2023-10-01 01:41:14,2023-10-01 23:42:33,UTC-04:00,2023-10-01 01:41:14,2023-10-01 10:45:07,80,14.7,508,543,276,75,157,35,638,127,93,38,false
2023-09-30 02:23:11,2023-10-01 01:41:14,UTC-04:00,2023-09-30 02:23:11,2023-09-30 06:24:29,34,14.7,204,241,45,61,98,37,607,114,88,52,false
2023-09-28 23:03:41,2023-09-30 02:23:11,UTC-04:00,2023-09-28 23:03:41,2023-09-29 05:12:21,60,14.9,336,364,139,77,120,28,565,57,96,69,false
2023-09-27 21:11:54,2023-09-28 23:03:41,UTC-04:00,2023-09-27 21:11:54,2023-09-28 06:40:54,85,14.8,506,568,256,105,145,62,595,127,89,50,false
2023-09-27 00:48:35,2023-09-27 21:11:54,UTC-04:00,2023-09-27 00:48:35,2023-09-27 08:10:43,62,14.9,398,442,118,109,171,44,641,127,92,60,false
2023-09-26 00:26:20,2023-09-27 00:48:35,UTC-04:00,2023-09-26 00:26:20,2023-09-26 05:45:01,44,14.5,276,315,146,36,94,39,628,127,87,58,false
2023-09-24 23:28:52,2023-09-26 00:26:20,UTC-04:00,2023-09-24 23:28:52,2023-09-25 05:31:45,54,14.2,346,362,168,46,132,16,646,127,98,63,false
2023-09-23 20:30:33,2023-09-24 23:28:52,UTC-04:00,2023-09-23 20:30:33,2023-09-24 06:50:45,68,14.9,436,620,188,81,167,184,642,127,74,43,false
2023-09-22 23:50:22,2023-09-23 20:30:33,UTC-04:00,2023-09-22 23:50:22,2023-09-23 07:18:21,66,15.0,414,447,251,81,82,33,624,127,93,60,false
2023-09-22 03:18:56,2023-09-22 23:50:22,UTC-04:00,2023-09-22 03:18:56,2023-09-22 09:15:40,56,14.0,331,355,126,95,110,24,587,120,93,55,false
2023-09-21 00:43:10,2023-09-22 03:18:56,UTC-04:00,2023-09-21 00:43:10,2023-09-21 08:22:40,68,13.8,407,459,111,115,181,52,595,127,90,74,false
2023-09-20 00:38:46,2023-09-21 00:43:10,UTC-04:00,2023-09-20 00:38:46,2023-09-20 07:04:44,58,14.1,353,385,112,93,148,32,613,127,91,75,false
2023-09-19 01:51:47,2023-09-20 00:38:46,UTC-04:00,2023-09-19 01:51:47,2023-09-19 06:02:42,37,14.1,241,250,119,60,62,9,648,127,96,64,false
2023-09-18 01:06:06,2023-09-19 01:51:47,UTC-04:00,2023-09-18 01:06:06,2023-09-18 06:17:05,48,13.9,273,310,100,72,101,37,568,90,92,74,false
2023-09-17 00:00:08,2023-09-18 01:06:06,UTC-04:00,2023-09-17 00:00:08,2023-09-17 07:59:50,76,13.9,442,479,186,94,162,37,583,80,95,72,false
2023-09-16 00:37:46,2023-09-17 00:00:08,UTC-04:00,2023-09-16 00:37:46,2023-09-16 07:45:04,77,14.5,411,427,129,91,191,16,536,96,97,51,false
2023-09-15 00:49:15,2023-09-16 00:37:46,UTC-04:00,2023-09-15 15:05:00,2023-09-15 16:41:00,13,15.9,71,96,23,19,29,25,560,96,96,,true
2023-09-15 00:49:15,2023-09-16 00:37:46,UTC-04:00,2023-09-15 00:49:15,2023-09-15 09:14:06,76,14.3,468,504,163,83,222,36,617,127,94,52,false
2023-09-13 23:43:57,2023-09-15 00:49:15,UTC-04:00,2023-09-13 23:43:57,2023-09-14 06:16:57,51,14.8,329,392,151,73,105,63,640,127,86,80,false
2023-09-13 00:33:59,2023-09-13 23:43:57,UTC-04:00,2023-09-13 00:33:59,2023-09-13 05:12:46,39,14.2,257,276,119,66,72,19,657,127,93,77,false
2023-09-11 22:50:08,2023-09-13 00:33:59,UTC-04:00,2023-09-11 22:50:08,2023-09-12 05:31:33,58,14.5,357,401,183,69,105,44,621,107,90,87,false
2023-09-10 22:30:06,2023-09-11 22:50:08,UTC-04:00,2023-09-10 22:30:06,2023-09-11 05:35:00,62,14.4,353,421,145,101,107,68,567,99,86,84,false
2023-09-09 23:49:51,2023-09-10 22:30:06,UTC-04:00,2023-09-09 23:49:51,2023-09-10 06:14:51,57,13.8,345,384,131,99,115,39,608,98,92,77,false
2023-09-08 23:02:15,2023-09-09 23:49:51,UTC-04:00,2023-09-08 23:02:15,2023-09-09 06:14:51,67,14.3,399,432,112,108,179,33,600,83,93,78,false
2023-09-07 22:07:22,2023-09-08 23:02:15,UTC-04:00,2023-09-07 22:07:22,2023-09-08 05:31:58,72,14.4,412,444,217,83,112,32,571,68,93,79,false
2023-09-06 21:56:16,2023-09-07 22:07:22,UTC-04:00,2023-09-06 21:56:16,2023-09-07 05:34:49,77,14.8,433,458,221,83,129,25,561,112,95,58,false
2023-09-05 22:25:57,2023-09-06 21:56:16,UTC-04:00,2023-09-06 14:58:00,2023-09-06 15:58:00,7,15.4,44,60,30,14,0,16,597,112,96,,true
2023-09-05 22:25:57,2023-09-06 21:56:16,UTC-04:00,2023-09-05 22:25:57,2023-09-06 05:31:49,62,14.7,396,425,192,69,135,29,637,110,95,57,false
2023-09-04 23:38:43,2023-09-05 22:25:57,UTC-04:00,2023-09-04 23:38:43,2023-09-05 05:31:31,52,14.6,330,352,159,80,91,22,636,106,95,59,false
2023-09-04 00:18:03,2023-09-04 23:38:43,UTC-04:00,2023-09-04 00:18:03,2023-09-04 05:43:56,54,14.2,303,323,150,70,83,20,560,44,94,36,false
2023-09-03 02:16:51,2023-09-04 00:18:03,UTC-04:00,2023-09-03 02:16:51,2023-09-03 11:32:29,85,14.8,518,550,192,130,196,32,606,99,94,24,false
2023-09-02 00:08:39,2023-09-03 02:16:51,UTC-04:00,2023-09-02 00:08:39,2023-09-02 06:29:49,57,14.3,348,381,124,70,154,33,614,99,95,66,false
2023-08-31 22:50:46,2023-09-02 00:08:39,UTC-04:00,2023-08-31 22:50:46,2023-09-01 05:31:38,57,14.4,367,400,112,99,156,33,645,120,94,80,false
2023-08-30 23:10:01,2023-08-31 22:50:46,UTC-04:00,2023-08-30 23:10:01,2023-08-31 04:30:08,48,14.9,298,320,171,59,68,22,619,99,95,70,false
